C000001_hu_000	Fegyveres erők
C001575_hu_002	halgazdaság halászati menedzsere
C001576_hu_000	laboratóriumi technikus
C001576_hu_001	kutatólaboratóriumi technikus
C001576_hu_002	laboratóriumi asszisztens
C001576_hu_003	laboratóriumi szakasszisztens
C001576_hu_004	laboratóriumi teknikus
C001576_hu_005	labortechnikus
C001576_hu_006	orvosi laboratóriumi technikus
C001576_hu_007	orvosi labortechnikus
C001576_hu_008	tudományos laboratóriumi asszisztens
C001576_hu_009	tudományos laboratóriumi szakasszisztens
C001576_hu_010	élettani tudomány technikusa
C001577_hu_000	iparirobot-kezelő
C001577_hu_001	ipari robot vezérlője
C001577_hu_002	ipari robotkezelő
C001578_hu_000	ortopédiai eszközkészítő technikus
C001578_hu_001	ortopédiai eszközkészítő
C001578_hu_002	ortopédiai műszerész
C001578_hu_003	ortopédiai technikus
C001578_hu_004	protéziskészítő
C001579_hu_000	kádár
C001579_hu_001	bodnár
C001579_hu_002	bognár
C001579_hu_003	hordókészítő
C001579_hu_004	hordókészítő mester
C001580_hu_000	fröccsöntőgép-kezelő
C001580_hu_001	fröccsöntőgép kezelő
C001581_hu_000	utcaseprő
C001581_hu_001	közterület takarító
C001581_hu_002	köztisztasági munkás
C001581_hu_003	lombfúvó gép kezelője
C001581_hu_004	lombszívó gép kezelője
C001581_hu_005	városi utcaseprő
C001581_hu_006	önfelszedő seprőgép kezelője
C001582_hu_000	teheráru-felügyelő
C001582_hu_001	hajórakomány-ellenőr
C001582_hu_002	teheráru-ellenőr
C001583_hu_000	idősotthoni gondozó
C001583_hu_001	gondozó idősek otthonában
C001583_hu_002	idősgondozó
C001583_hu_003	idősotthoni ápoló
C001583_hu_004	idősápoló
C001584_hu_000	vagyonértékelő
C001584_hu_001	akkreditált vagyonértékelő
C001584_hu_002	akkreditált értékbecslő
C001584_hu_003	okleveles vagyonértékelő
C001584_hu_004	okleveles értékbecslő
C001584_hu_005	vagyonbecslő
C001584_hu_006	vagyonértékelési elemző
C001584_hu_007	vagyonértékelési szakértő
C001584_hu_008	vagyonértékelési tanácsadó
C001584_hu_009	értékbecslési elemző
C001584_hu_010	értékbecslési szakértő
C001584_hu_011	értékbecslési tanácsadó
C001584_hu_012	értékbecslő
C001585_hu_000	vegyszeres növényvédő technikus
C001585_hu_001	gyom irtó
C001585_hu_002	gyomirtó
C001585_hu_003	gyomírtó
C001585_hu_004	kártevőirtó
C001585_hu_005	méregfelelős, növényvédelem
C001585_hu_006	méregkamra-kezelő, növényvédelem
C001585_hu_007	növényorvosi (növényvédelmi) asszisztens
C001585_hu_008	növényvédelmi szaktechnikus
C001585_hu_009	növényvédelmi technikus
C001585_hu_010	növényvédő technológus
C001585_hu_011	permetező szakember
C001585_hu_012	permezetőmester
C001585_hu_013	vegyszerező technikus
C001586_hu_000	végrehajtó, adósságbehajtó
C001586_hu_001	adósság behajtó
C001586_hu_002	adósságbehajtó
C001586_hu_003	adóság behajtó
C001586_hu_004	behajtó
C001586_hu_005	behajtócég
C001586_hu_006	követelés kezelő
C001586_hu_007	követeléskezelő
C001586_hu_008	végre hajtó
C001586_hu_009	végrehajtási ügyintéző
C001586_hu_010	végrehajtó
C001586_hu_011	végrehajtócég
C001587_hu_000	IKT hozzáférhetőségi tesztelő
C001587_hu_001	elérhetőségi tesztelő
C001587_hu_002	hozzáférhetőségi tesztelők
C001588_hu_000	színpadi gépész
C001588_hu_001	rendezvénytechnikus
C001588_hu_002	színháztechnikus
C001588_hu_003	színpadigép-kezelő
C001588_hu_004	színpadtechnikus
C001589_hu_000	államháztartási referens
C001589_hu_001	költségvetési referens
C001589_hu_002	költségvetési szakértő
C001589_hu_003	költségvetési tanácsadó
C001589_hu_004	költségvetési tisztviselő
C001589_hu_005	államháztartási szakértő
C001589_hu_006	államháztartási tanácsadó
C001589_hu_007	államháztartási tisztviselő
C001590_hu_000	vasúti infrastruktúra-felügyelő
C001590_hu_001	síndiagnosztikai vizsgálatokat végző szakember
C001590_hu_002	vasúti pályadiagnosztikai vizsgálatokat végző szakember
C001591_hu_000	postai válogató
C001591_hu_001	csomag válogató
C001591_hu_002	csomag-válogató
C001591_hu_003	csomagválogató
C001591_hu_004	levél válogató
C001591_hu_005	levél-válogató
C001591_hu_006	levélválogató
C001591_hu_007	válogató
C001592_hu_000	bőripari szabásminta-készítő
C001592_hu_001	modellező
C001592_hu_002	szabásminta-készítő
C001592_hu_003	szabásminta-rajzoló
C001592_hu_004	szériázó
C001593_hu_000	gépi varró
C001593_hu_001	szabó
C001593_hu_002	szériavarró
C001593_hu_003	varrónő
C001593_hu_004	varrónő gépsoron
C001594_hu_000	textilipari operatív vezető
C001595_hu_000	elektromechanikai technikus
C001595_hu_001	elektro-mechanikai műszerész
C001595_hu_002	elektrolakatos
C001595_hu_003	elektromechanikai műszerész
C001595_hu_004	elektromos gép- és készülékszerelő
C001595_hu_005	elektromos gépszerelő
C001595_hu_006	elektromos készülékszerelő
C001595_hu_007	villamos gépek és készülékek műszerésze, javítója
C001596_hu_000	zöldség-gyümölcs eladó
C001596_hu_001	bio gyümölcsbolti eladó
C001596_hu_002	bio zöldségbolti eladó
C001596_hu_003	zöldség-gyümölcs árus
C001596_hu_004	zöldségbolti eladó
C001596_hu_005	zöldséges
C001597_hu_000	logisztikai elemző
C001597_hu_001	logisztikai tanácsadó munkatárs
C001597_hu_002	logisztikai tervező
C001597_hu_003	logisztikai ügyintéző
C001598_hu_000	vlogger
C001598_hu_001	blogger
C001598_hu_002	blogszerző
C001598_hu_003	blogíró
C001598_hu_004	divatvlogger
C001598_hu_005	online video-újságíró
C001598_hu_006	online videós újságíró
C001598_hu_007	utazási vlogger
C001598_hu_008	videoblogger
C001598_hu_009	vlogszerző
C001598_hu_010	életmódvlogger
C001599_hu_000	hallásakusztikus
C001599_hu_001	hallókészülék-technikus
C001600_hu_000	táj- és kertépítészmérnök
C001600_hu_001	kert- és tájépítő mérnök
C001600_hu_002	tájkertészeti mérnök
C001600_hu_003	tájtervező mérnök
C001600_hu_004	tájépítész
C001600_hu_005	tájépítő mérnök
C001601_hu_000	légiforgalmi pilóta
C001601_hu_001	légijármű-vezető
C001601_hu_002	repülőgép-kapitány
C001601_hu_003	repülőgép-vezető
C001602_hu_000	kereskedelmi pilóta
C001602_hu_001	pilóta
C001602_hu_002	pilóta kereskedelmi járaton
C001602_hu_003	repülőgép-kapitány
C001602_hu_004	repülőgép-vezető
C001603_hu_000	gyermekgondozási koordinátor
C001603_hu_001	napközis koordinátor
C001603_hu_002	napközis tábor koordinátora
C001603_hu_003	szünidei tevékenységek koordinátora
C001604_hu_000	kohókezelő
C001604_hu_001	kohász
C001604_hu_002	kohászati gépkezelő
C001604_hu_003	kohászati technikus
C001604_hu_004	kohótechnikus
C001604_hu_005	olvasztár
C001604_hu_006	olvasztókemence-kezelő
C001605_hu_000	textilbolti eladó
C001605_hu_001	lakástextil-eladó
C001605_hu_002	méteráru eladó
C001605_hu_003	méteráru- és lakástextil-eladó
C001605_hu_004	méteráru-eladó
C001606_hu_000	túlélőtréning vezetője
C001606_hu_001	kalandtúra-vezető
C001606_hu_002	túlélési technikák oktatója
C001606_hu_003	túlélő tanfolyam vezetője
C001606_hu_004	túlélő tréning vezetője
C001606_hu_005	vadontúra-vezető
C001607_hu_000	producer
C001608_hu_000	SMT-gépkezelő
C001608_hu_001	SMT gépkezelő operátor
C001608_hu_002	felületszerelőgép-kezelő
C001609_hu_000	fém és érc disztribúciójával foglalkozó vezető
C001609_hu_001	fém és érc ellátásilánc-vezető
C001609_hu_002	fém és érc logisztikai igazgató
C001609_hu_003	fém és érc logisztikai tervező
C001609_hu_004	fém és érc logisztikai vezető
C001610_hu_000	IKT rendszertesztelő
C001610_hu_001	IKT rendszertesztelők
C001610_hu_002	IT rendszertesztelő
C001610_hu_003	rendszertesztelő mérnök
C001611_hu_000	pszichológus
C001611_hu_001	munkapszichológus
C001611_hu_002	pszichológiai kutató
C001611_hu_003	sportpszichológus
C001611_hu_004	tanácsadó pszichológus
C001612_hu_000	3D animátor
C001612_hu_001	3D animátorok
C001612_hu_002	CGI animátor
C001612_hu_003	CGI animátorok
C001612_hu_004	animációs filmkészítő
C001613_hu_000	bányászati és építőipari gépekre szakosodott műszaki értékesítő
C001613_hu_001	bányagépekre és építőipari gépekre szakosodott műszaki értékesítő
C001613_hu_002	bányászati és építészeti technológiai és értékesítési tanácsadó
C001613_hu_003	bányászati és építészeti technológiai és értékesítési tanácsadó-gyakornok
C001613_hu_004	bányászati és építészeti technológiai és értékesítési tanácsadó-helyettes
C001614_hu_000	fémöntőminta-készítő
C001614_hu_001	kézi öntő
C001614_hu_002	magkészítő
C001614_hu_003	magszekrénykészítő
C001614_hu_004	öntész
C001614_hu_005	öntészeti mintakészítő
C001614_hu_006	öntödei foglalkozású
C001614_hu_007	öntő
C001614_hu_008	öntőforma-készítő
C001615_hu_000	vászontermék-készítő
C001615_hu_001	sátorkészítő
C001615_hu_002	vitorlakészítő
C001615_hu_003	vászontermék-összeállító
C001615_hu_004	vászontáska-készítő
C001616_hu_000	öntözési technikus
C001616_hu_001	öntözéstechnikai szakember
C001616_hu_002	öntözéstechnikus
C001617_hu_000	folyamattechnikus
C001617_hu_001	folyamat technikus
C001618_hu_000	tűzödei előkészítő
C001618_hu_001	cipőfelsőrész-előkészítő
C001619_hu_000	pneumatikai rendszertechnikus
C001619_hu_001	pneumatikus gépész
C001620_hu_000	ipari gyógyszerész
C001620_hu_001	gyógyszerész
C001621_hu_000	szálláshely-szolgáltatási tevékenységeket folytató egység vezetője
C001621_hu_001	vendéglátó egység menedzsere
C001621_hu_002	vendéglátó tevékenységet folytató egység vezetője
C001621_hu_003	vendéglátóipari menedzser
C001622_hu_000	ipari mérnök
C001622_hu_001	ipari technológiai szakértő
C001622_hu_002	iparihulladék-gazdálkodási mérnök
C001622_hu_003	iparmérnök
C001623_hu_000	ipari bőrvarrógép kezelője
C001623_hu_001	bőrvarró-operátor
C001624_hu_000	középiskolai igazgató
C001625_hu_000	textiltermékek, textil nyersanyagok és félkész termékek disztribúciójával foglalkozó vezető
C001625_hu_001	textil, félkész textil és nyersanyag disztribúciós vezető
C001625_hu_002	textil, félkész textil és nyersanyag ellátásilánc-vezető
C001625_hu_003	textil, félkész textil és nyersanyag logisztikai igazgató
C001625_hu_004	textil, félkész textil és nyersanyag logisztikai tervező
C001625_hu_005	textil, félkész textil és nyersanyag logisztikai vezető
C001625_hu_006	textiltermék, valamint textil nyersanyag és félkész termék logisztikai igazgató
C001626_hu_000	főpincér/főpincérnő
C001626_hu_001	fő éttermi felszolgáló
C001626_hu_002	főpincér
C001626_hu_003	főpincérek
C001626_hu_004	főpincérnő
C001627_hu_000	képzőművészet-tanár
C001627_hu_001	egyetemi képzőművész-tanár
C001627_hu_002	egyetemi képzőművészet-tanár
C001627_hu_003	főiskolai képzőművész-tanár
C001627_hu_004	főiskolai képzőművészet-tanár
C001627_hu_005	képzőművész-tanár
C001627_hu_006	képzőművésztanár
C001628_hu_000	cégvezető
C001628_hu_001	csoportvezető
C001628_hu_002	ügyvezető
C001628_hu_003	üzleti egység vezetője
C001629_hu_000	szennyvíztisztító üzem vezetője
C001629_hu_001	szennyvíztisztítási szakember
C001629_hu_002	szennyvíztisztító karbantartási vezetője
C001629_hu_003	szennyvíztisztító telep vezetője
C001629_hu_004	szennyvíztisztító-vezető
C001629_hu_005	települési víz- és csatornaközmű vezetője
C001629_hu_006	víz- és szennyvíztechnológus
C001629_hu_007	vízgazdálkodási létesítmény vezetője
C001629_hu_008	víztisztítótelep vezetője
C001630_hu_000	szaküzleti eladó
C001630_hu_001	eladó
C001631_hu_000	reklámügyintéző-asszisztens
C001631_hu_001	asszisztens
C001631_hu_002	reklám ügyintéző
C001631_hu_003	reklámügyintéző
C001631_hu_004	ügyintéző
C001632_hu_000	nyomdai előkészítő
C001632_hu_001	nyomdai szöveg szerkesztő
C001632_hu_002	szöveg szerkesztő
C001632_hu_003	szövegszerkesztő
C001633_hu_000	textilvegyész
C001633_hu_001	textil ipari vegyészmérnök
C001633_hu_002	textil ipari vegyésztechnikus
C001633_hu_003	textil kémiai vegyész
C001633_hu_004	textilfestő
C001633_hu_005	textilipari vegyész
C001633_hu_006	textilipari vegyésztechnikus
C001633_hu_007	textilkémiai vegyész
C001633_hu_008	vegyész
C001633_hu_009	vegyészmérnök
C001634_hu_000	hidrológus
C001634_hu_001	hidrobiológus
C001634_hu_002	hidrológiai mérnök
C001634_hu_003	vízmérnök
C001634_hu_004	vízügyi mérnök
C001635_hu_000	robotikai mérnök
C001635_hu_001	automatizálási mérnök
C001635_hu_002	automatizálási rendszermérnök
C001635_hu_003	rendszermérnök
C001636_hu_000	kakaóbab-tisztító
C001636_hu_001	kakaóbab tisztításával foglalkozó munkatárs
C001636_hu_002	kakaóbab tisztításáért felelős dolgozó
C001636_hu_003	kakaóbab-hántoló gép kezelője
C001636_hu_004	kakaóbab-tisztítók
C001637_hu_000	műszaki katona
C001637_hu_001	műszaki
C001638_hu_000	földgázszállítórendszer-kezelő
C001638_hu_001	földgázszállítási rendszer kezelő
C001638_hu_002	földgázszállítási rendszerkezelő
C001638_hu_003	földgázszállító rendszer kezelő
C001638_hu_004	gáz közvetítő
C001638_hu_005	gáz közvetítő rendszer kezelő
C001638_hu_006	gáz közvetítőrendszerkezelő
C001638_hu_007	gázközvetítő-rendszer kezelő
C001638_hu_008	gázközvetítő-rendszer operátor
C001638_hu_009	gázközvetítőrendszer-kezelő
C001638_hu_010	gázközvetítőrendszer-operátor
C001639_hu_000	női szabó
C001639_hu_001	alakító, javító szabó
C001639_hu_002	egyéniruha-készítő
C001639_hu_003	nőiruha szabó
C001639_hu_004	szabó
C001639_hu_005	szabó, varró
C001639_hu_006	varrónő
C001639_hu_007	átalakító szabó
C001640_hu_000	egyetemi gyógyszerésztanár
C001640_hu_001	főiskolai gyógyszerészet-oktató
C001640_hu_002	főiskolai gyógyszerésztanár
C001640_hu_003	gyógyszerészet-oktató
C001640_hu_004	gyógyszerészprofesszor
C001640_hu_005	gyógyszerésztanár
C001641_hu_000	sportturisztikai programszervező
C001641_hu_001	búvároktató
C001641_hu_002	rekreációs szakember
C001641_hu_003	sport oktató
C001641_hu_004	sportanimátor
C001641_hu_005	sportoktató
C001641_hu_006	sportturisztikai porgramvezető
C001641_hu_007	sportturizmus-szervező
C001641_hu_008	szabadidő tanácsadó
C001641_hu_009	szabadidő-szervező
C001641_hu_010	sziklamászás-oktató
C001641_hu_011	szörfoktató
C001641_hu_012	turisztikai animátor
C001641_hu_013	túravezető
C001642_hu_000	oktatási adminisztrátor
C001642_hu_001	egyetemi adminisztrátor
C001642_hu_002	felsőoktatási adminisztrátor
C001642_hu_003	felsőoktatási ügyintéző
C001642_hu_004	igazgatói asszisztens
C001642_hu_005	iskolai adminisztrátor
C001642_hu_006	iskolai portás
C001642_hu_007	iskolai ügyintéző
C001642_hu_008	iskolatitkár
C001642_hu_009	oktatási ügyintéző
C001642_hu_010	szakoktatási adminisztrátor
C001642_hu_011	titkárságvezető
C001642_hu_012	továbbképzési ügyintéző
C001643_hu_000	jogász-nyelvész
C001643_hu_001	jogi fordító
C001643_hu_002	jogi szakfordító
C001643_hu_003	jogász
C001643_hu_004	nyelvész
C001644_hu_000	óvodapedagógus
C001644_hu_001	csecsemő- és kisgyermeknevelő
C001644_hu_002	ovónő
C001644_hu_003	óvodai kisgyermeknevelő
C001644_hu_004	óvónő
C001645_hu_000	botanikus
C001645_hu_001	kertészetvezető
C001646_hu_000	fodrászsegéd
C001646_hu_001	fodrász asszisztens
C001646_hu_002	fodrászasszisztens
C001646_hu_003	hajmosó
C001647_hu_000	irodagép-kölcsönzői munkatárs
C001647_hu_001	irodagépekre és berendezésekre szakosodott kölcsönző munkatársa
C001648_hu_000	csővezetékes szállítmányozási ügyintéző
C001648_hu_001	csővezetékes speditőr
C001649_hu_000	kőfaragó
C001649_hu_001	emlékműkészítő
C001649_hu_002	gépi kőfaragó
C001649_hu_003	kézi kőfaragó
C001649_hu_004	kézi műkőcsiszoló
C001649_hu_005	kőmunkás
C001649_hu_006	műemléki díszítőszobrász
C001649_hu_007	műköves
C001649_hu_008	műkőfaragó
C001649_hu_009	műkőkészítő
C001649_hu_010	vésnök
C001649_hu_011	építőipari kőfaragó
C001649_hu_012	épületszobrász
C001650_hu_000	hajókarbantartó
C001650_hu_001	hajótakarító
C001650_hu_002	matróz
C001650_hu_003	tengerész
C001651_hu_000	eladó optikai szaküzletben
C001651_hu_001	computeres látásvizsgáló
C001651_hu_002	computeres szemvizsgáló
C001651_hu_003	látszerész
C001651_hu_004	látszerész optometrista
C001651_hu_005	okleveles szemvizsgáló
C001651_hu_006	optometrista
C001651_hu_007	optometrista kontaktológus
C001651_hu_008	szemvizsgáló látszerész
C001651_hu_009	szemvizsgáló optometrista
C001652_hu_000	gazdasági tanácsadó
C001652_hu_001	gazdaságpolitikai kutató
C001652_hu_002	gazdaságpolitikai tanácsadó
C001652_hu_003	közgazdász
C001652_hu_004	pénzügyi elemző
C001652_hu_005	pénzügyi-gazdasági elemző
C001653_hu_000	utómunka-vezető
C001653_hu_001	utómunka vezető
C001653_hu_002	utómunka-felügyelő
C001653_hu_003	utómunka-koordinátor
C001653_hu_004	utómunka-menedzser
C001653_hu_005	utómunkavezető
C001654_hu_000	nemzetközi szállítmányozási koordinátor
C001654_hu_001	export-import koordinátor
C001654_hu_002	export-import menedzser
C001654_hu_003	export-import vezető
C001654_hu_004	export-import ügyintéző
C001654_hu_005	nemzetközi logisztikai igazgató
C001654_hu_006	nemzetközi logisztikai koordinátor
