C000001_el_000	Ένοπλες δυνάμεις
C000972_el_000	σχεδιαστής συστημάτων αεροδιαστημικής/σχεδιάστρια συστημάτων αεροδιαστημικής
C000972_el_001	σχεδιάστρια συστημάτων αεροδιαστημικής
C000972_el_002	σχεδιάστρια συστημάτων αεροσκαφών
C000972_el_003	σχεδιαστής συστημάτων αεροδιαστημικής
C000972_el_004	σχεδιαστής συστημάτων αεροσκαφών
C000972_el_005	σύμβουλος σχεδίασης συστημάτων αεροδιαστημικής
C000972_el_006	τεχνολόγος σχεδίασης συστημάτων αεροδιαστημικής
C000973_el_000	πυροσβέστης βιομηχανικών εγκαταστάσεων/πυροσβέστρια βιομηχανικών εγκαταστάσεων
C000973_el_001	πυροσβέστης βιομηχανικών εγκαταστάσεων
C000973_el_002	πυροσβέστρια βιομηχανικών εγκαταστάσεων
C000974_el_000	τεχνίτης βυρσοδεψείου/τεχνίτρια βυρσοδεψείου
C000974_el_001	βυρσοδέψης
C000974_el_002	εργάτης βυρσοδεψείου
C000974_el_003	εργάτρια βυρσοδεψείου
C000974_el_004	τεχνίτης βυρσοδεψείου
C000974_el_005	τεχνίτρια βυρσοδεψείου
C000975_el_000	χειριστής χειροποίητων δερματίνων ειδών /χειρίστρια κοπής χειροποίητων δερματίνων ειδών
C000975_el_001	χειρίστρια κοπής χειροποίητων δερματίνων ειδών
C000975_el_002	χειριστής κοπής χειροποίητων δερματίνων ειδών
C000976_el_000	τεχνικός ηλεκτρονικός σκαφών
C000977_el_000	DJ
C000977_el_001	disc jockey
C000977_el_002	μουσική επιμελήτρια
C000977_el_003	μουσικός επιμελητής
C000977_el_004	ντίτζεϊ
C000977_el_005	ντίτζεϋ
C000977_el_006	ντι τζέι
C000977_el_007	ντι τζέυ
C000977_el_008	ντι-τζέυ
C000977_el_009	ντισκ τζόκεϊ
C000977_el_010	ντισκ τζόκεϋ
C000978_el_000	βοηθός εκστρατείας συγκέντρωσης δωρεών
C000978_el_001	βοηθός εκδήλωσης συγκέντρωσης κεφαλαίων
C000978_el_002	βοηθός εκστρατείας συγκέντρωσης κεφαλαίων
C000978_el_003	βοηθός φιλανθρωπικής διοργάνωσης
C000979_el_000	επιδιορθωτής αθλητικού εξοπλισμού/επιδιορθώτρια αθλητικού εξοπλισμού
C000979_el_001	επιδιορθωτής αθλητικού εξοπλισμού
C000979_el_002	επιδιορθώτρια αθλητικού εξοπλισμού
C000980_el_000	ειδικός εργονομίας
C000980_el_001	αναλυτής εργονομίας
C000980_el_002	αναλύτρια εργονομίας
C000980_el_003	ειδικός εργονομικής σχεδίασης
C000980_el_004	εργονόμος
C000980_el_005	ερευνήτρια εργονομίας
C000980_el_006	ερευνητής εργονομίας
C000981_el_000	χειριστής λειαντικών μηχανών/χειρίστρια λειαντικών μηχανών
C000981_el_001	χειρίστρια λειαντικών μηχανών
C000981_el_002	χειριστής λειαντικών μηχανών
C000982_el_000	σχεδιαστής οχημάτων/σχεδιάστρια οχημάτων
C000982_el_001	σχεδιάστρια αυτοκινήτων
C000982_el_002	σχεδιαστής αυτοκινήτων
C000982_el_003	σχεδιαστής οχημάτων
C000983_el_000	υπεύθυνος εκδοτικών δικαιωμάτων/υπεύθυνη εκδοτικών δικαιωμάτων
C000983_el_001	διευθυντής εκδοτικών δικαιωμάτων
C000983_el_002	διευθυντής εκδόσεων και δικαιωμάτων
C000983_el_003	διευθύντρια εκδοτικών δικαιωμάτων
C000983_el_004	διευθύντρια εκδόσεων και δικαιωμάτων
C000983_el_005	στέλεχος εκδοτικών δικαιωμάτων
C000983_el_006	υπεύθυνη εκδοτικού τμήματος
C000983_el_007	υπεύθυνη εκδοτικών δικαιωμάτων
C000983_el_008	υπεύθυνη πνευματικών δικαιωμάτων
C000983_el_009	υπεύθυνος εκδοτικού τμήματος
C000983_el_010	υπεύθυνος εκδοτικών δικαιωμάτων
C000983_el_011	υπεύθυνος πνευματικών δικαιωμάτων
C000984_el_000	διευθυντής δικτύου διαδικτυακών πωλήσεων/διευθύντρια δικτύου διαδικτυακών πωλήσεων
C000984_el_001	online sales channel manager
C000984_el_002	διευθυντής διαδικτυακών και ταχυδρομικών παραγγελιών
C000984_el_003	διευθυντής διαδικτυακών και ταχυδρομικών παραγγελιών/διευθύντρια διαδικτυακών και ταχυδρομικών παραγγελιών
C000984_el_004	διευθυντής διαδικτυακών παραγγελιών
C000984_el_005	διευθυντής δικτύου διαδικτυακών πωλήσεων
C000984_el_006	διευθυντής ηλεκτρονικού εμπορίου
C000984_el_007	διευθυντής ηλεκτρονικών πωλήσεων
C000984_el_008	διευθυντής ταχυδρομικών παραγγελιών
C000984_el_009	διευθύντρια διαδικτυακών και ταχυδρομικών παραγγελιών
C000984_el_010	διευθύντρια διαδικτυακών παραγγελιών
C000984_el_011	διευθύντρια δικτύου διαδικτυακών πωλήσεων
C000984_el_012	διευθύντρια ηλεκτρονικού εμπορίου
C000984_el_013	διευθύντρια ηλεκτρονικών πωλήσεων
C000984_el_014	διευθύντρια ταχυδρομικών παραγγελιών
C000985_el_000	αξιωματικός ειδικών δυνάμεων
C000985_el_001	αλεξιπτωτιστής
C000985_el_002	αξιωματικός ανορθόδοξου πολέμου
C000985_el_003	βατραχάνθρωπος
C000985_el_004	καταδρομέας
C000985_el_005	κομάντο
C000985_el_006	λοκατζής
C000985_el_007	πεζοναύτης
C000986_el_000	χειριστής γερανών μονάδων παραγωγής/χειρίστρια γερανών μονάδων παραγωγής
C000986_el_001	χειρίστρια γερανών μονάδων παραγωγής
C000986_el_002	χειριστής γερανών μονάδων παραγωγής
C000987_el_000	σχεδιαστής ηλεκτρομηχανικών συστημάτων/σχεδιάστρια ηλεκτρομηχανικών συστημάτων
C000987_el_001	σχεδιάστρια ηλεκτρομηχανικών συστημάτων
C000987_el_002	σχεδιαστής ηλεκτρομηχανικών συστημάτων
C000988_el_000	αναλυτής σε ασφαλιστική επιχείρηση/αναλύτρια σε ασφαλιστική επιχείρηση
C000988_el_001	insurance analyst
C000988_el_002	insurance rating analyst
C000988_el_003	αναλυτής σε ασφαλιστική επιχείρηση
C000988_el_004	αναλυτής σε ασφαλιστική εταιρεία
C000988_el_005	αναλύτρια σε ασφαλιστική επιχείρηση
C000988_el_006	αναλύτρια σε ασφαλιστική εταιρεία
C000989_el_000	χειριστής κόπτη με πίδακα νερού/χειρίστρια κόπτη με πίδακα νερού
C000989_el_001	χειρίστρια κόπτη με πίδακα νερού
C000989_el_002	χειριστής κόπτη με πίδακα νερού
C000990_el_000	χειριστής ζυθοβραστηρίου/χειρίστρια ζυθοβραστηρίου
C000990_el_001	εργάτης ζυθοποιείου
C000990_el_002	εργάτρια ζυθοποιείου
C000990_el_003	ζυθοποιός
C000990_el_004	τεχνικός ζυθοποιίας
C000990_el_005	τεχνικός ζυθοποιείου
C000990_el_006	χειρίστρια ζυθοβραστηρίου
C000990_el_007	χειριστής ζυθοβραστηρίου
C000991_el_000	υπεύθυνος εργασιών τοποθέτησης γραμμών ηλεκτρικής ενέργειας/υπεύθυνη εργασιών τοποθέτησης γραμμών ηλεκτρικής ενέργειας
C000991_el_001	υπεύθυνη εργασιών τοποθέτησης γραμμών ηλεκτρικής ενέργειας
C000991_el_002	υπεύθυνος εργασιών τοποθέτησης γραμμών ηλεκτρικής ενέργειας
C000992_el_000	χειριστής συστημάτων καυσίμου αεροσκαφών /χειρίστρια συστημάτων καυσίμου αεροσκαφών
C000992_el_001	ανεφοδιάστρια αεροπλάνων με καύσιμα
