C000001_pl_000	Siły zbrojne
C001336_pl_000	pracownik pomocy społecznej do spraw wsparcia osób starszych
C001336_pl_001	pracownik opieki społecznej do spraw wsparcia osób starszych
C001337_pl_000	trener piłki nożnej
C001338_pl_000	operator mieszalnika
C001338_pl_001	operator maszyny do powlekania gum do żucia
C001338_pl_002	operator procesu powlekania gum do żucia
C001338_pl_003	operatorzy produkcji gum do żucia
C001339_pl_000	serwisant pojazdów
C001340_pl_000	producent audiowizualny
C001340_pl_001	kierownik produkcji filmowej i telewizyjnej
C001340_pl_002	producent
C001340_pl_003	producent animacji
C001340_pl_004	producent filmowy
C001340_pl_005	producent utworów audiowizualnych
C001340_pl_006	producentka
C001341_pl_000	trader giełdowy
C001342_pl_000	nauczyciel w szkole waldorfskiej/nauczycielka w szkole waldorfskiej
C001342_pl_001	nauczyciel w szkole waldorfskiej
C001342_pl_002	nauczycielka w szkole waldorfskiej
C001343_pl_000	polerowacz wyrobów z drewna
C001344_pl_000	operator piaszczarki
C001344_pl_001	operator piaskarki
C001344_pl_002	operator urządzeń do czyszczenia strumieniowo-ściernego
C001345_pl_000	kierownik sklepu rybnego
C001346_pl_000	kierownik ds. obsługi biznesu
C001346_pl_001	kierownik agencji reklamowej
C001346_pl_002	kierownik ds. usług doradztwa aktuarialnego
C001346_pl_003	kierownik działu pocztowego
C001347_pl_000	technik instrumentów muzycznych
C001347_pl_001	korektor (naprawiacz) instrumentów muzycznych
C001348_pl_000	kontroler ruchu lotniczego
C001349_pl_000	wykładowca akademicki w dziedzinie weterynarii
C001349_pl_001	pracownik naukowo-dydaktyczny w dziedzinie weterynarii
C001350_pl_000	operator piwniczki
C001350_pl_001	operator fermentacji
C001350_pl_002	operator piwnicy fermentacyjnej
C001350_pl_003	operator procesu fermentacji
C001350_pl_004	operatorzy piwniczki fermentacyjnej
C001350_pl_005	pracownik piwniczki fermentacyjnej
C001351_pl_000	wykonawca modeli
C001352_pl_000	portier hotelowy
C001352_pl_001	bagażowy
C001352_pl_002	pomoc bagażowa
C001352_pl_003	tragarz
C001353_pl_000	pracownik wypożyczalni samochodów
C001354_pl_000	kierownik działu telekomunikacji
C001354_pl_001	kierownicy działu telekomunikacji
C001354_pl_002	kierownik ds. sieci i systemów telekomunikacyjnych
C001354_pl_003	kierownik ds. systemów telekomunikacyjnych
C001354_pl_004	kierownik ds. telekomunikacji
C001354_pl_005	kierownik działu telekomunikacyjnego
C001355_pl_000	technik systemów grzewczych, wentylacyjnych, klimatyzacji i chłodzenia
C001355_pl_001	technik chłodnictwa i klimatyzacji
C001356_pl_000	policjant służby kryminalnej
C001356_pl_001	negocjator policyjny
C001356_pl_002	policjant
C001356_pl_003	policjant służby prewencji
C001356_pl_004	policjantka
C001356_pl_005	technik kryminalistyki
C001357_pl_000	mentor edukacyjny
C001358_pl_000	integrator baz danych
C001358_pl_001	integrator bazy danych
C001358_pl_002	integrator danych
C001358_pl_003	integratorzy baz danych
C001358_pl_004	inżynier baz danych
C001359_pl_000	specjalista ds. importu i eksportu napojów
C001360_pl_000	muzykoterapeuta
C001360_pl_001	muzykoterapeutka
C001361_pl_000	wykładowca akademicki w dziedzinie stomatologii
C001361_pl_001	pracownik naukowo-dydaktyczny w dziedznie stomatologii
C001362_pl_000	degustator kawy
C001362_pl_001	tester kawy
C001363_pl_000	prasowacz w pralni
C001363_pl_001	prasowaczka w pralni
C001364_pl_000	pracownik sortowni bagażu
C001365_pl_000	operator maszyn i urządzeń do produkcji wyrobów skórzanych
C001366_pl_000	inżynier ds. badań i rozwoju
C001367_pl_000	nauczyciel kształcenia zawodowego w zakresie zarządzania biznesem/nauczycielka kształcenia zawodowego w zakresie zarządzania biznesem
C001367_pl_001	nauczyciel kształcenia zawodowego w zakresie zarządzania biznesem
C001367_pl_002	nauczyciel przedmiotów zawodowych ekonomicznych
C001367_pl_003	nauczycielka kształcenia zawodowego w zakresie zarządzania biznesem
C001368_pl_000	klimatolog
C001369_pl_000	monter instalacji i urządzeń sanitarnych
C001370_pl_000	operator maszyn kaletniczych i rymarskich
C001371_pl_000	dyrektor ds. płynności finansowej
C001371_pl_001	dyrektor finansowy
C001372_pl_000	specjalista ds. kampanii politycznych
C001373_pl_000	monter sprzętu elektrycznego
C001374_pl_000	operator spalarni odpadów komunalnych
C001374_pl_001	operator spalarni
C001375_pl_000	instruktor pilates
C001375_pl_001	nauczyciel pilates
C001376_pl_000	technik technologii informacyjno-telekomunikacyjnych
C001376_pl_001	operator sprzętu komputerowego
C001376_pl_002	technicy technologii informacyjno-telekomunikacyjnych
C001376_pl_003	technik TIK
C001376_pl_004	technik informatyk
C001376_pl_005	technik technologii ICT
C001376_pl_006	technik technologii informacyjnej i telekomunikacyjnej
C001376_pl_007	technik technologii informacyjnych i telekomunikacyjnych
C001376_pl_008	technik technologii informatycznych
C001376_pl_009	technik teleinformatyk
C001376_pl_010	technik tyfloinformatyk
C001377_pl_000	trener sportu
C001378_pl_000	operator sprzętu do obróbki kamienia
C001379_pl_000	hurtownik skór, skórek i wyrobów skórzanych
C001380_pl_000	pośrednik kredytowy
C001380_pl_001	broker kredytów hipotecznych
C001380_pl_002	doradca kredytowy
C001381_pl_000	specjalista ds. importu i eksportu kwiatów i roślin
C001382_pl_000	kasjer w kolekturze
C001382_pl_001	osoba przyjmująca zakłady wzajemne
C001383_pl_000	inżynier transportu kolejowego
C001384_pl_000	menedżer BHP na placach budów
C001385_pl_000	dyrektor sądu
C001385_pl_001	woźny sądowy
C001386_pl_000	kreślarz taboru kolejowego
C001387_pl_000	dzienny opiekun małego dziecka/dzienna opiekunka małego dziecka
C001387_pl_001	dzienna opiekunka małego dziecka
C001387_pl_002	dzienny opiekun małego dziecka
C001387_pl_003	opiekun w klubie dziecięcym
C001387_pl_004	opiekun w żłobku
C001387_pl_005	opiekunka w klubie dziecięcym
C001387_pl_006	opiekunka w żłobku
C001388_pl_000	toksykolog
C001389_pl_000	inżynier górnik - wiertnictwo
C001389_pl_001	inżynier ds. odwiertów
C001390_pl_000	doradca ds. pomocy humanitarnej
C001391_pl_000	konstruktor-modelarz obuwia operator CAD
C001392_pl_000	sprzedawca gier komputerowych, multimediów i oprogramowania
C001392_pl_001	sprzedawczyni gier komputerowych, multimediów i oprogramowania
C001393_pl_000	konserwator urządzeń kanalizacyjnych
C001393_pl_001	technik urządzeń sanitarnych
C001394_pl_000	mediator
C001395_pl_000	minister
C001395_pl_001	członek Rady Ministrów
C001395_pl_002	członek rządu
C001395_pl_003	premier
C001395_pl_004	prezes Rady Ministrów
C001396_pl_000	mistrz produkcji
C001396_pl_001	mistrz produkcji w przemyśle samochodowym
C001396_pl_002	mistrz produkcji w przemyśle spożywczym
C001397_pl_000	specjalista ds. materiałów wybuchowych
C001398_pl_000	artysta sztuki ciała
C001398_pl_001	artysta bodypaintingu
C001398_pl_002	asystent studia tatuażu
C001398_pl_003	tatuażysta
C001398_pl_004	tatuażystka
C001399_pl_000	operator maszyn do wybielania masy papierniczej
C001399_pl_001	operator maszyn do wybielania masy papierowej
C001399_pl_002	operator maszyn do wybielania pulpy drzewnej
C001400_pl_000	specjalista ds. marketingu sieciowego
C001401_pl_000	malarz–zdobnik
C001402_pl_000	monter sufitów
C001402_pl_001	monter sufitów podwieszanych
C001403_pl_000	sprzedawca na stacji paliw
C001403_pl_001	pracownik stacji paliw
C001404_pl_000	pracownik wiertni
C001404_pl_001	wieżowy
C001405_pl_000	technik diagnostyki rurociągów
C001406_pl_000	technik rozwoju produktu
C001406_pl_001	technik ds. rozwoju produktu
C001407_pl_000	tapicer jachtowy
C001408_pl_000	menedżer lokalizacji
C001408_pl_001	kierownik ds. zarządzania organizacją lokalizacji
C001408_pl_002	menedżer ds. zarządzania organizacją lokalizacji
C001409_pl_000	operator ciężkiego sprzętu górniczego
C001409_pl_001	operator ciężkiego sprzętu wydobywczego
C001410_pl_000	operator równiarki
C001410_pl_001	operator sprzętu ciężkiego, równiarka
C001410_pl_002	operator sprzętu ciężkiego, równiarki
C001411_pl_000	pośrednik pracy
C001411_pl_001	pracownik agencji pracy tymczasowej
C001412_pl_000	kierownik do spraw importu i eksportu perfum i kosmetyków
C001413_pl_000	korektor protokołów sądowych
C001414_pl_000	inżynier ds. energetyki słonecznej
C001414_pl_001	inżynier ds. fotowoltaiki
C001414_pl_002	specjalista ds. energetyki słonecznej
C001415_pl_000	specjalista ds. kontroli jakości taboru kolejowego
C001416_pl_000	rysownik
C001417_pl_000	mistrz kominiarski
C001418_pl_000	kierownik ds. importu i eksportu kawy, herbaty, kakao i przypraw
C001419_pl_000	operator wyrówniarko-grubościówki
C001419_pl_001	operator grubościówki
C001419_pl_002	operator wyrówniarki
C001420_pl_000	mistrz produkcji sprzętu optycznego
C001421_pl_000	operator walca
C001421_pl_001	operator walca drogowego
C001421_pl_002	operator walca wibracyjnego
C001422_pl_000	robotnik w produkcji wyrobów mleczarskich
C001422_pl_001	maślarz
C001422_pl_002	serowar
C001422_pl_003	wytwórca lodów
C001423_pl_000	inżynier geodeta - hydrografia
C001424_pl_000	operator prasy ślimakowej do gliny
C001424_pl_001	operator prasy ślimakowo-próżniowej
C001425_pl_000	inspektor sanitarny
C001426_pl_000	kontroler stanu akumulatorów
C001427_pl_000	odźwierny
C001427_pl_001	odźwierny w hotelu
C001427_pl_002	odźwierny w klubie
C001427_pl_003	portier
C001427_pl_004	portierka
C001428_pl_000	badacz nauk o zachowaniu
C001428_pl_001	badacz nauki o zachowaniu
C001428_pl_002	behawiorysta
C001429_pl_000	technik pojazdów samochodowych
C001429_pl_001	diagnosta uprawniony do wykonywania badań technicznych pojazdów samochodowych
C001430_pl_000	planista przestrzenny
C001431_pl_000	maszynowy szlifierz-polerowacz szkła
C001431_pl_001	polerowacz szkła
C001431_pl_002	szlifierz szkła
C001432_pl_000	kierownik ds. dystrybucji surowców rolnych
C001432_pl_001	kierownik ds. łańcucha dostaw surowców rolnych, nasion i pasz
C001433_pl_000	suszarniowy drewna
C001433_pl_001	suszarnik drewna
C001434_pl_000	kierownik pralni
C001435_pl_000	dyrektor ds. budżetowania
C001435_pl_001	kontroler finansowy
C001435_pl_002	księgowa
C001435_pl_003	księgowy
C001435_pl_004	skarbnik
C001435_pl_005	specjalista ds. budżetowania
C001435_pl_006	specjalista ds. budżetowania i analiz
C001435_pl_007	specjalista ds. budżetowania i planowania
C001435_pl_008	specjalista ds. rachunkowości
C001436_pl_000	specjalista ds. bezpieczeństwa w części lotniczej lotniska
C001437_pl_000	kierowca samochodu ciężarowego
C001438_pl_000	aranżer
C001438_pl_001	orkiestrator
C001439_pl_000	operator maszyn do odwadniania
C001439_pl_001	operator sprzętu do odwadniania
C001440_pl_000	planista przepustowości technologii informacyjno-telekomunikacyjnych
C001440_pl_001	planista przepustowości TIK
C001440_pl_002	planista przepustowości dostępności technologii informacyjno-telekomunikacyjnych
C001440_pl_003	planista przepustowości technologii ICT
C001440_pl_004	planista przepustowości technologii informacyjnej i telekomunikacyjnej
C001440_pl_005	planista przepustowości technologii informacyjno-telekomunikacyjnej
C001440_pl_006	planista przepustowości technologii informacyjnych i telekomunikacyjnych
C001440_pl_007	planista przepustowości technologii informatycznych
C001440_pl_008	planiści przepustowości technologii informacyjno-telekomunikacyjnych
C001441_pl_000	kierownik w przemyśle metalurgicznym
C001441_pl_001	główny inżynier metalurgii
C001441_pl_002	inżynier metalurgii chemicznej
C001441_pl_003	inżynier metalurgii fizycznej
C001441_pl_004	inżynier metalurgii wydobywczej
C001441_pl_005	kontroler procesów chemicznych
C001441_pl_006	technik technologii chemicznej
C001442_pl_000	zarządca gospodarstwa rolnego
C001442_pl_001	kierownik gospodarstwa rolnego
C001442_pl_002	kierownik gospodarstwa rolniczego
C001442_pl_003	kierownik rolnego gospodarstwa
C001442_pl_004	kierownik rolnictwa
C001442_pl_005	kierownik w gospodarstwie rolnym
C001442_pl_006	rolnik
C001442_pl_007	zarządca gospodarstwa rolniczego
C001442_pl_008	zarządca rolnego gospodarstwa
C001442_pl_009	zarządca rolny
C001442_pl_010	zarządca w gospodarstwie rolnym
C001442_pl_011	zarządcy gospodarstw rolnych
C001442_pl_012	zarządcy gospodarstwa rolnego
C001443_pl_000	instruktor szkolenia w zakresie kontroli ruchu lotniczego
C001444_pl_000	mistrz produkcji wyrobów plastikowych i gumowych
C001444_pl_001	mistrz produkcji wyrobów gumowych
C001444_pl_002	mistrz produkcji wyrobów plastikowych
C001445_pl_000	specjalista ds. konfiguracji oprogramowania technologii informacyjno-telekomunikacyjnych
C001445_pl_001	specjalista ds. konfiguracji aplikacji
C001445_pl_002	specjalista ds. konfiguracji systemów komputerowych
C001445_pl_003	specjalista w dziedzinie konfiguracji oprogramowania
C001445_pl_004	specjalista w zakresie konfiguracji oprogramowania
C001445_pl_005	specjalistka ds. konfiguracji oprogramowania
C001445_pl_006	specjaliści ds. konfiguracji oprogramowania
C001446_pl_000	nauczyciel umiejętności cyfrowych/nauczycielka umiejętności cyfrowych
C001446_pl_001	nauczyciel obsługi komputera
C001446_pl_002	nauczyciel umiejętności cyfrowych
C001446_pl_003	nauczycielka obsługi komputera
C001446_pl_004	nauczycielka umiejętności cyfrowych
C001447_pl_000	kierownik unii kredytowej
C001447_pl_001	doradca kredytowy
C001447_pl_002	kierownik oddziału spółdzielczej kasy oszczędnościowo-kredytowej
C001447_pl_003	kierownik spółdzielni finansowej
C001448_pl_000	technik kontroli jakości - laboratoryjne testy wyrobów skórzanych
C001449_pl_000	monter sieci wodnych i kanalizacyjnych
C001449_pl_001	inspektor instalacji wodno-kanalizacyjnych
C001450_pl_000	nauczyciel kształcenia zawodowego – elektrotechnika i energetyka/nauczycielka kształcenia zawodowego – elektrotechnika i energetyka
C001450_pl_001	nauczyciel kształcenia zawodowego – elektrotechnika i energetyka
C001450_pl_002	nauczycielka kształcenia zawodowego – elektrotechnika i energetyka
C001451_pl_000	terapeuta ziołolecznictwa
C001451_pl_001	terapeuta zielarski
C001451_pl_002	terapeutka zielarska
C001451_pl_003	terapeutka ziołolecznictwa
C001452_pl_000	kierownik sklepu RTV
C001452_pl_001	kierownik sklepu audio-wideo
C001453_pl_000	instruktor nauki jazdy autobusem
C001453_pl_001	instruktorka nauki jazdy autobusem
C001454_pl_000	wiertacz studni
C001455_pl_000	nauczyciel fotografii/nauczycielka fotografii
C001455_pl_001	instruktor fotografii
C001455_pl_002	instruktorka fotografii
C001455_pl_003	nauczyciel fotografii
C001455_pl_004	nauczycielka fotografii
C001456_pl_000	nauczyciel kształcenia zawodowego w zakresie sztuki użytkowej/nauczycielka kształcenia zawodowego w zakresie sztuki użytkowej
C001456_pl_001	nauczyciel kształcenia zawodowego w zakresie sztuki użytkowej
C001456_pl_002	nauczyciel przedmiotów zawodowych artystycznych
C001456_pl_003	nauczycielka kształcenia zawodowego w zakresie sztuki użytkowej
C001457_pl_000	robotnik wykonujący prace proste w budownictwie drogowym i wodnym
C001458_pl_000	pilot śmigłowcowy
C001458_pl_001	pilot śmigłowca
C001459_pl_000	czyściciel basenów pływackich
C001460_pl_000	specjalista ds. marketingu
C001460_pl_001	konsultant ds. marketingu
C001461_pl_000	specjalista ds. zakupu mediów
C001461_pl_001	specjalista ds. planowania i zakupu mediów
C001462_pl_000	wykładowca akademicki w zakresie dziennikarstwa i mediów
C001462_pl_001	pracownik naukowo-dydaktyczny w zakresie dziennikarstwa i mediów
C001463_pl_000	operator centralnej sterowni w zakładzie przetwórstwa gazu
C001464_pl_000	kierownik sklepu jubilerskiego
C001465_pl_000	operator pogłębiarki
C001465_pl_001	operator pogłębiarki ssącej śródlądowej
C001466_pl_000	inżynier górnik - górnictwo paliw płynnych
C001467_pl_000	technik estradowy
C001467_pl_001	akustyk FOH
C001467_pl_002	monitorowiec
C001467_pl_003	realizator FOH
C001467_pl_004	realizator monitorowy
C001467_pl_005	technik sceny
C001468_pl_000	asystent ds. marketingu
C001469_pl_000	fotoreporter
C001469_pl_001	fotoedytor
C001469_pl_002	fotoedytorka
C001469_pl_003	fotograf prasowy
C001469_pl_004	fotoreporterka
C001470_pl_000	operator okleiniarki
C001471_pl_000	hurtownik wyrobów farmaceutycznych
C001472_pl_000	inżynier języka naturalnego
C001473_pl_000	kierownik ds. imprez rozrywkowych
C001473_pl_001	kierownik ds. imprez rozrywkowych na polu kempingowym
C001473_pl_002	kierownik ds. imprez rozrywkowych w ośrodku wypoczynkowym
C001473_pl_003	kierownik ds. imprez rozrywkowych w trakcie rejsu
C001473_pl_004	kierownik ds. wydarzeń specjalnych
C001473_pl_005	menadżer ds. imprez rozrywkowych
C001473_pl_006	menadżer ds. imprez rozrywkowych na polu kempingowym
C001473_pl_007	menadżer ds. imprez rozrywkowych w ośrodku wypoczynkowym
C001473_pl_008	menadżer ds. imprez rozrywkowych w trakcie rejsu
C001473_pl_009	menadżer ds. wydarzeń specjalnych
C001474_pl_000	pedikiurzysta/pedikiurzystka
C001474_pl_001	pedikiurzysta
C001474_pl_002	pediukiurzystka
C001474_pl_003	stylista paznokci
C001474_pl_004	stylistka paznokci
C001475_pl_000	masarz halal
C001476_pl_000	specjalista do spraw animacji multimedialnej
C001476_pl_001	animator
C001476_pl_002	grafik komoputerowy multimediów
C001476_pl_003	twórca animacji
C001477_pl_000	operator przędzarki
C001477_pl_001	prządka
C001477_pl_002	przędzarz
C001478_pl_000	wykładowca akademicki w dziedzinie komunikacji społecznej
C001478_pl_001	pracownik naukowo-dydaktyczny w dziedzinie komunikacji
